iter	Logloss
388	0.1008042896
389	0.1006146958
390	0.1003824492
391	0.1002272488
392	0.1000129904
393	0.09981209284
394	0.09968862299
395	0.09950881543
396	0.09933992604
397	0.09923917583
398	0.09905138792
399	0.09890621987
400	0.09867751701
401	0.0985248027
402	0.09833871232
403	0.09810462845
404	0.09796116375
405	0.09780253196
406	0.09764293459
407	0.09755457492
408	0.09736507719
409	0.09720217
410	0.09699419409
411	0.09683701174
412	0.09675315581
413	0.09655956151
414	0.09638419291
415	0.09622144216
416	0.0961174666
417	0.09601163201
418	0.09579147075
419	0.095589494
420	0.09538621004
421	0.09518942961
422	0.09514238606
423	0.09507988751
424	0.09488607353
425	0.09477091904
426	0.09459996398
427	0.09443282284
428	0.09417355721
429	0.09399316884
430	0.09374912186
431	0.09356525384
432	0.09340786574
433	0.09327942897
434	0.09314869334
435	0.09300777047
436	0.09286306436
437	0.09272112667
438	0.09263441139
439	0.09250700824
440	0.09229826523
441	0.09213319338
442	0.09196593299
443	0.09184715647
444	0.0917364897
445	0.09161150519
446	0.09154140282
447	0.09137468382
448	0.09120522958
449	0.0910814991
450	0.09094942746
451	0.09072325167
452	0.09070306041
453	0.09057677403
454	0.09048978652
455	0.09028427069
456	0.09009943244
457	0.08995146363
458	0.08977266291
459	0.08959789256
460	0.08941446084
461	0.0892640659
462	0.08916936033
463	0.08901022712
464	0.08891010353
465	0.08874883777
466	0.08857294001
467	0.08846150593
468	0.08830022565
469	0.0881784558
470	0.08801833237
471	0.08788314995
472	0.08773748343
473	0.0874854006
474	0.08733808049
475	0.08721572926
476	0.08706720553
477	0.08705214147
478	0.08694572608
479	0.08665303881
480	0.08648030655
481	0.08641110675
482	0.08627299019
483	0.08604889206
484	0.08595160399
485	0.08579684922
486	0.08569400657
487	0.08556335304
488	0.08549544175
489	0.08539099607
490	0.08527570766
491	0.08520923908
492	0.08511778403
493	0.08491142563
494	0.08475704799
495	0.08456308398
496	0.08437747655
497	0.08429544113
498	0.08412655955
499	0.0840232259
500	0.08396436148
501	0.08384452881
502	0.08373431733
503	0.08365394952
504	0.08350727147
505	0.08338119324
506	0.08320121891
507	0.08302544111
508	0.08295639679
509	0.08285483522
510	0.08265231368
511	0.08256113978
512	0.08249163626
513	0.08236722958
514	0.08218148788
515	0.08207590897
516	0.08198856347
517	0.08187832826
518	0.08181153163
519	0.08170635247
520	0.08156315059
521	0.08141130694
522	0.08133955347
523	0.08121768571
524	0.08109442662
525	0.08094837956
526	0.08070309966
527	0.08059099053
528	0.08046481374
529	0.0803701307
530	0.08024219878
531	0.08012268671
532	0.07999875886
533	0.07993650414
534	0.07986165279
535	0.07972714399
536	0.07966683435
537	0.07950017932
538	0.07942273812
539	0.07935212601
540	0.07931668739
541	0.07911975743
542	0.07901173014
543	0.07886210708
544	0.07866265527
545	0.07847065077
546	0.07836031167
547	0.07827666604
548	0.07818296125
549	0.07803013039
550	0.07795406688
551	0.07774833501
552	0.07761017757
553	0.07755921958
554	0.07742759286
555	0.07725314963
556	0.07716387058
557	0.07706153106
558	0.07702490987
559	0.07696782815
560	0.07689115007
561	0.07674791625
562	0.07662485536
563	0.07655992311
564	0.07643184238
565	0.07636955058
566	0.07619542283
567	0.07608363263
568	0.07605515212
569	0.0759022169
570	0.07579221495
571	0.07570369391
572	0.07559676538
573	0.07545729522
574	0.07522874733
575	0.07510927639
576	0.07499400665
577	0.07495224587
578	0.07488135564
579	0.07477361532
580	0.0747211981
581	0.07465990105
582	0.07450539274
583	0.07439244504
584	0.07430015828
585	0.07422708552
586	0.0740806057
587	0.0740031653
588	0.07387805499
589	0.07379234745
590	0.07367111404
591	0.07353902525
592	0.07342154066
593	0.07331733625
594	0.07328846612
595	0.07321089186
596	0.07309610971
597	0.07294497041
598	0.07287630228
599	0.07284400047
600	0.07272356526
601	0.07261228849
602	0.07252907609
603	0.07243011158
604	0.07238483937
605	0.07229033647
606	0.07216702929
607	0.0720513475
608	0.07196390822
609	0.07188699481
610	0.0718589261
611	0.07173127965
612	0.07162576084
613	0.07157685647
614	0.0714854204
615	0.07140646508
616	0.07129033932
617	0.07119200365
618	0.07112552018
619	0.07099994354
620	0.07094893667
621	0.07078367699
622	0.07065123548
623	0.07060001117
624	0.07051426051
625	0.07042145259
626	0.07033832046
627	0.07023836297
628	0.07015622792
629	0.07006806995
630	0.06999019802
631	0.06988528628
632	0.06978731042
633	0.06971043343
634	0.06951946317
635	0.06940013679
636	0.06931024547
637	0.06924647283
638	0.06918166491
639	0.06898651988
640	0.06891003589
641	0.06883114386
642	0.06869872236
643	0.06859890789
644	0.06856667614
645	0.06837493049
646	0.06827865603
647	0.06817944263
648	0.06815345415
649	0.06812995495
650	0.06794700486
651	0.06782205361
652	0.06767904061
653	0.06762080308
654	0.06751732429
655	0.06741135254
656	0.06732176001
657	0.0672581087
658	0.0671248033
659	0.06705288534
660	0.0669351625
661	0.06678172085
662	0.06669537724
663	0.06654426795
664	0.06648080813
665	0.06638183632
666	0.06618270921
667	0.06611865232
668	0.06604644036
669	0.06594421315
670	0.06583860626
671	0.06570636228
672	0.06565435285
673	0.06560736244
674	0.06551241598
675	0.06544754633
676	0.06536931508
677	0.06531511698
678	0.06521917141
679	0.06515477415
680	0.06498436993
681	0.06488464847
682	0.06481705998
683	0.06477489098
684	0.06471305277
685	0.06457285685
686	0.0645258826
687	0.06437418309
688	0.06428788902
689	0.06423476352
690	0.06418368826
691	0.06411886936
692	0.06401545737
693	0.063924057
694	0.06378902176
695	0.06367428552
696	0.06358842313
697	0.06340446173
698	0.0633357018
699	0.06325720795
700	0.0631692486
701	0.0630397327
702	0.06296244976
703	0.06283219604
704	0.06277874377
705	0.06273690289
706	0.06266193604
707	0.06255494884
708	0.06242058945
709	0.06225522464
710	0.06214543533
711	0.06209431193
712	0.06203113498
713	0.06197705273
714	0.06192141501
715	0.06178753364
716	0.06162598011
717	0.06155812539
718	0.06143958555
719	0.06138182425
720	0.06127222525
721	0.06111573357
722	0.06103138929
723	0.06095349515
724	0.06090422846
725	0.06086124798
726	0.06077653074
727	0.06073299385
728	0.06064503605
729	0.06048382777
730	0.06040844054
731	0.06030857364
732	0.06025620981
733	0.06015007061
734	0.06007939344
735	0.06001098853
736	0.05994288558
737	0.05984720187
738	0.05970964815
739	0.05963776938
740	0.05952067605
741	0.05947187561
742	0.05942724389
743	0.05939609383
744	0.05925520908
745	0.05919737906
746	0.05909252816
747	0.05900708006
748	0.05893020869
749	0.05890228704
750	0.05880692354
751	0.05877878991
752	0.05874344103
753	0.05868834043
754	0.05864046495
755	0.05856660972
756	0.05847000952
757	0.05838050813
758	0.05831268655
759	0.05822219269
760	0.05811954363
761	0.05802340611
762	0.05795707978
763	0.05788565747
764	0.05783454182
765	0.05775949465
766	0.05761048631
767	0.05750406202
768	0.05748214146
769	0.05744138401
770	0.05737719321
771	0.05732140499
772	0.05725595352
773	0.05720024505
774	0.05714390974
775	0.05700956592
776	0.05694216287
777	0.05687710052
778	0.05677773607
779	0.0566979617
780	0.05664903304
781	0.05654302702
782	0.0564476482
783	0.05634025852
784	0.05623936852
785	0.05619536931
786	0.05614729521
787	0.05609970171
788	0.05598716499
789	0.05594655942
790	0.05587031833
791	0.05579511045
792	0.05570078456
793	0.05564723662
794	0.05557032015
795	0.05549960956
796	0.05543372377
797	0.05539606841
798	0.0552920875
799	0.05524669603
800	0.05517762393
801	0.0551237422
802	0.05503916
803	0.05496802039
804	0.0548277896
805	0.05478034795
806	0.05466915492
807	0.0545724455
808	0.0545013602
809	0.05440221266
810	0.05424536588
811	0.05422935256
812	0.05421017005
813	0.05418567148
814	0.05411911417
815	0.05404553686
816	0.05395583783
817	0.05390976761
818	0.05384210217
819	0.05380444992
820	0.05367837024
821	0.05361314982
822	0.0534991416
823	0.05345371058
824	0.05331221004
825	0.05316083099
826	0.05307207934
827	0.0530352558
828	0.05290955626
829	0.05286150563
830	0.05278084992
831	0.05270232291
832	0.05257910696
833	0.05252233585
834	0.05241507153
835	0.05237757385
836	0.05229900789
837	0.05223876361
838	0.05218122024
839	0.05211230831
840	0.05205897435
841	0.05203552209
842	0.05200481804
843	0.05194208633
844	0.05187584655
845	0.0518058142
846	0.05174263838
847	0.0516245139
848	0.05159048762
849	0.05155022841
850	0.05146868429
851	0.05138732675
852	0.05135873088
853	0.05131378521
854	0.05123405547
855	0.05114829937
856	0.05109294949
857	0.05103803434
858	0.05100482616
859	0.05090346816
860	0.05081373267
861	0.05070511719
862	0.05064656899
863	0.05052865734
864	0.05047291486
865	0.05037630414
866	0.05031858722
867	0.05023982707
868	0.05011598878
869	0.05006328067
870	0.04997466556
871	0.04987669907
872	0.04983084854
873	0.04973027738
874	0.04966398711
875	0.04954547709
876	0.04940154985
877	0.04935526859
878	0.04928260923
879	0.04919905158
880	0.04914648219
881	0.04904891566
882	0.04896088189
883	0.04891755362
884	0.04883969684
885	0.04871789216
886	0.04866080929
887	0.04856648928
888	0.04847495374
889	0.04840998792
890	0.04839219041
891	0.04832283442
892	0.04824469329
893	0.04823250688
894	0.04817484129
895	0.04804132723
896	0.04796158412
897	0.04792534617
898	0.04784130394
899	0.04774737621
900	0.04768117589
901	0.04762227993
902	0.04755418913
903	0.04750563056
904	0.04744513229
905	0.04735961566
906	0.04730985684
907	0.04723646397
908	0.04720850396
909	0.04708223135
910	0.04702956759
911	0.04699214524
912	0.04695098305
913	0.04687165286
914	0.04682649502
915	0.04674172015
916	0.04669763783
917	0.04663914173
918	0.04659258579
919	0.04652848546
920	0.0464551928
921	0.04634312735
922	0.04627433994
923	0.04620572666
924	0.04614442085
925	0.04604497251
926	0.04592393011
927	0.04584845346
928	0.04577136691
929	0.0457205218
930	0.04568108143
931	0.04562459836
932	0.04559443018
933	0.04552702097
934	0.04540592947
935	0.04538663839
936	0.04530422097
937	0.04523866787
938	0.04515883098
939	0.04505825423
940	0.04499352571
941	0.04495357525
942	0.04483980401
943	0.04472633461
944	0.04463297637
945	0.04457458314
946	0.04452057309
947	0.04448374529
948	0.0444121
949	0.04439529943
950	0.04433018741
951	0.04426823907
952	0.0441761088
953	0.04413419919
954	0.04405832132
955	0.04399004722
956	0.04391043436
957	0.04389061577
958	0.04379423618
959	0.04368117286
960	0.04358873377
961	0.0435557924
962	0.04348372162
963	0.04343957909
964	0.04340155366
965	0.04336878999
966	0.04333455957
967	0.04326056148
968	0.04318187161
969	0.04311704458
970	0.04304233547
971	0.0430000149
972	0.04295721194
973	0.04289134476
974	0.04287442191
975	0.04280075387
976	0.04277069409
977	0.04270692263
978	0.04259749835
979	0.04255463216
980	0.04252684568
981	0.04249556622
982	0.04246882446
983	0.04242395017
984	0.04237514439
985	0.04227941955
986	0.04220219075
987	0.04211849481
988	0.04205867762
989	0.04203266672
990	0.04195080146
991	0.04192166921
992	0.0418629499
993	0.04177564712
994	0.04167717415
995	0.04163017622
996	0.04153843969
997	0.04147585523
998	0.04141173632
999	0.04134226669
